expirationDate,strike,impliedVolatility
2026-08-21,920,0.39063109375
2026-08-21,925,0.398443515625
2026-08-21,930,0.414068359375
2026-08-21,935,0.42188078125
2026-08-21,940,0.4335994140625
2026-08-21,945,0.445318046875
2026-08-21,950,0.45313046875
2026-08-21,955,0.4687553125
2026-08-21,960,0.476567734375
2026-08-21,965,0.48438015625
2026-08-21,970,0.500005
2026-08-21,975,0.507817421875
2026-08-21,980,0.500005
2026-08-21,985,0.500005
2026-08-21,990,0.51562984375
2026-08-21,995,0.51562984375
2026-08-21,1000,0.5312546875
2026-08-28,801,0.0968107897949218
2026-08-28,802,0.0971769970703125
2026-08-28,803,0.0980314807128906
2026-08-28,804,0.0985197570800781
2026-08-28,805,0.09961837890625
2026-08-28,806,0.100594931640625
2026-08-28,807,0.101083208007813
2026-08-28,808,0.102792175292969
2026-08-28,809,0.102792175292969
2026-08-28,810,0.104012866210937
2026-08-28,815,0.111825288085937
2026-08-28,820,0.11914943359375
2026-08-28,825,0.127938408203125
2026-08-28,830,0.135750830078125
2026-08-28,835,0.146004633789062
2026-08-28,840,0.1523522265625
2026-08-28,845,0.16211775390625
2026-08-28,850,0.16602396484375
2026-08-28,855,0.174812939453125
2026-08-28,860,0.1836019140625
2026-08-28,865,0.19336744140625
2026-08-28,870,0.20313296875
2026-08-28,875,0.21289849609375
2026-08-28,880,0.22071091796875
2026-08-28,885,0.2304764453125
2026-08-28,890,0.2382888671875
2026-08-28,895,0.24805439453125
2026-08-28,900,0.257819921875
2026-08-31,801,0.0941252697753906
2026-08-31,802,0.0945525115966797
2026-08-31,803,0.0952238916015625
2026-08-31,804,0.0955900988769531
2026-08-31,805,0.0963225134277343
2026-08-31,806,0.0969328588867187
2026-08-31,807,0.0971769970703125
2026-08-31,808,0.0979094116210937
2026-08-31,809,0.098641826171875
2026-08-31,810,0.100106655273438
2026-08-31,815,0.105965971679687
2026-08-31,820,0.112313564453125
2026-08-31,825,0.118661157226563
2026-08-31,830,0.125985302734375
2026-08-31,835,0.132821171875
2026-08-31,840,0.137703935546875
2026-08-31,845,0.147469462890625
2026-08-31,850,0.1562584375
2026-08-31,855,0.15821154296875
2026-08-31,860,0.1679770703125
2026-09-04,801,0.103158382568359
2026-09-04,802,0.103097348022461
2026-09-04,803,0.103036313476562
2026-09-04,804,0.103036313476562
2026-09-04,805,0.103158382568359
2026-09-04,806,0.102975278930664
2026-09-04,807,0.103402520751953
2026-09-04,808,0.103646658935547
2026-09-04,809,0.103646658935547
2026-09-04,810,0.104012866210937
2026-09-04,811,0.104623211669922
2026-09-04,812,0.105111488037109
2026-09-04,813,0.1054776953125
2026-09-04,814,0.106332178955078
2026-09-04,815,0.107064593505859
2026-09-04,816,0.107674938964844
2026-09-04,817,0.108041146240234
2026-09-04,818,0.109261837158203
2026-09-04,819,0.10938390625
2026-09-04,820,0.110360458984375
2026-09-04,821,0.11133701171875
2026-09-04,822,0.112069426269531
2026-09-04,823,0.112801840820313
2026-09-04,824,0.113534255371094
2026-09-04,825,0.115487360839844
2026-09-04,826,0.115975637207031
2026-09-04,827,0.117928742675781
2026-09-04,828,0.118172880859375
2026-09-04,829,0.120125986328125
2026-09-04,830,0.120125986328125
2026-09-04,831,0.122079091796875
2026-09-04,832,0.121834953613281
2026-09-04,833,0.123543920898438
2026-09-04,834,0.125497026367188
2026-09-04,835,0.12500875
2026-09-04,836,0.12696185546875
2026-09-04,837,0.128426684570312
2026-09-04,838,0.130379790039062
2026-09-04,839,0.129403237304688
2026-09-04,840,0.13086806640625
2026-09-04,841,0.132821171875
2026-09-04,842,0.13477427734375
2026-09-04,843,0.136239106445313
2026-09-04,845,0.1367273828125
2026-09-04,846,0.137703935546875
2026-09-04,847,0.139657041015625
2026-09-04,848,0.141610146484375
2026-09-04,849,0.143074975585938
2026-09-04,850,0.1445398046875
2026-09-04,851,0.14649291015625
2026-09-04,852,0.148446015625
2026-09-04,853,0.149422568359375
2026-09-04,854,0.14649291015625
2026-09-04,855,0.148446015625
2026-09-04,856,0.15039912109375
2026-09-04,857,0.151375673828125
2026-09-04,858,0.153328779296875
2026-09-04,859,0.155281884765625
2026-09-04,860,0.1562584375
2026-09-04,861,0.15821154296875
2026-09-04,862,0.1601646484375
2026-09-04,863,0.161141201171875
2026-09-04,864,0.163094306640625
2026-09-04,865,0.164070859375
2026-09-04,866,0.16602396484375
2026-09-04,868,0.168953623046875
2026-09-04,869,0.170906728515625
2026-09-04,870,0.17188328125
2026-09-04,875,0.17383638671875
2026-09-04,880,0.180672255859375
2026-09-04,885,0.187508125
2026-09-04,890,0.195320546875
2026-09-04,900,0.20899228515625
2026-09-04,920,0.2226640234375
2026-09-04,965,0.2812571875
2026-09-04,970,0.289069609375
2026-09-04,980,0.3007882421875
2026-09-04,985,0.304694453125
2026-09-04,1000,0.3242255078125
2026-09-11,801,0.107980111694336
2026-09-11,802,0.107552869873047
2026-09-11,803,0.107308731689453
2026-09-11,804,0.106881489868164
2026-09-11,805,0.10666786895752
2026-09-11,806,0.106515282592773
2026-09-11,807,0.106393213500977
2026-09-11,808,0.106057523498535
2026-09-11,809,0.106088040771484
2026-09-11,810,0.105965971679687
2026-09-11,811,0.105904937133789
2026-09-11,812,0.106088040771484
2026-09-11,813,0.106027006225586
2026-09-11,814,0.106210109863281
2026-09-11,815,0.106210109863281
2026-09-11,816,0.106454248046875
2026-09-11,817,0.107064593505859
2026-09-11,818,0.107064593505859
2026-09-11,819,0.10743080078125
2026-09-11,820,0.107552869873047
2026-09-11,821,0.108285284423828
2026-09-11,822,0.108895629882813
2026-09-11,823,0.10938390625
2026-09-11,824,0.109750113525391
2026-09-11,825,0.109994251708984
2026-09-11,830,0.1132901171875
2026-09-11,835,0.118172880859375
2026-09-11,840,0.121834953613281
2026-09-11,845,0.125985302734375
2026-09-11,850,0.131356342773438
2026-09-11,855,0.135750830078125
2026-09-11,860,0.139657041015625
2026-09-11,865,0.14649291015625
2026-09-11,870,0.149422568359375
2026-09-11,875,0.1562584375
2026-09-11,880,0.16211775390625
2026-09-11,885,0.163094306640625
2026-09-11,890,0.16993017578125
2026-09-11,895,0.1757894921875
2026-09-11,915,0.1992267578125
2026-09-11,920,0.20508607421875
2026-09-11,930,0.217781259765625
2026-09-18,801,0.113839428100586
2026-09-18,802,0.113503738098145
2026-09-18,803,0.112984944458008
2026-09-18,804,0.112618737182617
2026-09-18,805,0.112252529907227
2026-09-18,806,0.11209994354248
2026-09-18,807,0.111764253540039
2026-09-18,808,0.111459080810547
2026-09-18,809,0.111153908081055
2026-09-18,810,0.110909769897461
2026-09-18,811,0.110726666259766
2026-09-18,812,0.110604597167969
2026-09-18,813,0.110604597167969
2026-09-18,814,0.110421493530273
2026-09-18,815,0.110360458984375
2026-09-18,816,0.11014683807373
2026-09-18,817,0.110360458984375
2026-09-18,818,0.11017735534668
2026-09-18,819,0.110482528076172
2026-09-18,820,0.110238389892578
2026-09-18,821,0.110665631713867
2026-09-18,822,0.110604597167969
2026-09-18,823,0.110787700805664
2026-09-18,824,0.110848735351562
2026-09-18,825,0.111214942626953
2026-09-18,830,0.112801840820313
2026-09-18,835,0.115365291748047
2026-09-18,840,0.117684604492188
2026-09-18,845,0.121834953613281
2026-09-18,850,0.124764611816406
2026-09-18,855,0.128182546386719
2026-09-18,860,0.132821171875
2026-09-18,865,0.137215659179688
2026-09-18,870,0.14063359375
2026-09-18,875,0.143563251953125
2026-09-18,880,0.149422568359375
2026-09-18,885,0.151375673828125
2026-09-18,890,0.157234990234375
2026-09-18,895,0.163094306640625
2026-09-18,900,0.168953623046875
2026-09-18,905,0.1679770703125
2026-09-18,910,0.17383638671875
2026-09-18,915,0.178719150390625
2026-09-18,920,0.1836019140625
2026-09-18,925,0.18946123046875
2026-09-18,930,0.195320546875
2026-09-18,935,0.1992267578125
2026-09-18,940,0.20508607421875
2026-09-18,945,0.210945390625
2026-09-18,950,0.2148516015625
2026-09-18,955,0.22071091796875
2026-09-18,960,0.2148516015625
2026-09-18,965,0.2187578125
2026-09-18,970,0.2226640234375
2026-09-18,975,0.226570234375
2026-09-18,980,0.2304764453125
2026-09-18,985,0.2382888671875
2026-09-18,990,0.242195078125
2026-09-18,995,0.2461012890625
2026-09-18,1000,0.2500075
2026-09-25,801,0.115792533569336
2026-09-25,802,0.115426326293945
2026-09-25,803,0.115060119018555
2026-09-25,804,0.114693911743164
2026-09-25,805,0.114327704467773
2026-09-25,806,0.113992014465332
2026-09-25,807,0.113625807189941
2026-09-25,808,0.1132901171875
2026-09-25,809,0.113168048095703
2026-09-25,810,0.11289339263916
2026-09-25,811,0.112649254455566
2026-09-25,812,0.112435633544922
2026-09-25,813,0.112313564453125
2026-09-25,814,0.112008391723633
2026-09-25,815,0.111825288085937
2026-09-25,816,0.111703218994141
2026-09-25,817,0.111642184448242
2026-09-25,818,0.111489598083496
2026-09-25,819,0.111459080810547
2026-09-25,820,0.111520115356445
2026-09-25,822,0.111398046264648
2026-09-25,825,0.111764253540039
2026-09-25,830,0.112313564453125
2026-09-25,835,0.114022531738281
2026-09-25,840,0.115487360839844
2026-09-25,895,0.152840502929688
2026-09-30,801,0.117318397216797
2026-09-30,802,0.116921672668457
2026-09-30,803,0.116555465393066
2026-09-30,804,0.116158740844727
2026-09-30,805,0.115792533569336
2026-09-30,806,0.115548395385742
2026-09-30,807,0.115182188110352
2026-09-30,808,0.11484649810791
2026-09-30,809,0.114663394470215
2026-09-30,810,0.114358221740723
2026-09-30,811,0.11408356628418
2026-09-30,812,0.113839428100586
2026-09-30,813,0.113656324462891
2026-09-30,814,0.113503738098145
2026-09-30,815,0.113259599914551
2026-09-30,816,0.113045979003906
2026-09-30,817,0.112923909912109
2026-09-30,818,0.112862875366211
2026-09-30,819,0.112710289001465
2026-09-30,820,0.112649254455566
2026-09-30,821,0.11249666809082
2026-09-30,822,0.112435633544922
2026-09-30,823,0.11249666809082
2026-09-30,824,0.11249666809082
2026-09-30,825,0.112374598999023
2026-09-30,826,0.112435633544922
2026-09-30,827,0.112374598999023
2026-09-30,828,0.11249666809082
2026-09-30,829,0.112557702636719
2026-09-30,830,0.112801840820313
2026-09-30,831,0.113045979003906
2026-09-30,832,0.113168048095703
2026-09-30,833,0.113229082641602
2026-09-30,834,0.113534255371094
2026-09-30,835,0.113412186279297
2026-09-30,836,0.114022531738281
2026-09-30,837,0.114144600830078
2026-09-30,838,0.114144600830078
2026-09-30,839,0.114632877197266
2026-09-30,840,0.114999084472656
2026-09-30,841,0.115365291748047
2026-09-30,842,0.115609429931641
2026-09-30,843,0.115853568115234
2026-09-30,844,0.115975637207031
2026-09-30,845,0.116708051757813
2026-09-30,846,0.117318397216797
2026-09-30,847,0.117318397216797
2026-09-30,848,0.117928742675781
2026-09-30,849,0.118417019042969
2026-09-30,850,0.118905295410156
2026-09-30,851,0.119393571777344
2026-09-30,852,0.119881848144531
2026-09-30,853,0.120125986328125
2026-09-30,854,0.120614262695313
2026-09-30,855,0.120858400878906
2026-09-30,856,0.122079091796875
2026-09-30,857,0.122323229980469
2026-09-30,858,0.122323229980469
2026-09-30,859,0.123543920898438
2026-09-30,860,0.123543920898438
2026-09-30,865,0.12696185546875
2026-09-30,870,0.129647375488281
2026-09-30,875,0.133553586425781
2026-09-30,880,0.137215659179688
2026-09-30,885,0.140145317382813
2026-09-30,890,0.14258669921875
2026-09-30,895,0.1445398046875
2026-09-30,900,0.149422568359375
2026-10-16,805,0.12716021774292
2026-10-16,810,0.124978232727051
2026-10-16,815,0.123177713623047
2026-10-16,820,0.121590815429688
2026-10-16,825,0.120431159057617
2026-10-16,830,0.119607192687988
2026-10-16,835,0.118996847229004
2026-10-16,840,0.118966329956055
2026-10-16,845,0.119088399047852
2026-10-16,850,0.119515640869141
2026-10-16,855,0.120492193603516
2026-10-16,860,0.121712884521484
2026-10-16,865,0.12305564453125
2026-10-16,870,0.124764611816406
2026-10-16,875,0.126473579101562
2026-10-16,880,0.128426684570312
2026-10-16,885,0.13086806640625
2026-10-16,890,0.132821171875
2026-10-16,895,0.136239106445313
2026-10-16,900,0.138924626464844
2026-10-16,905,0.141610146484375
2026-10-16,910,0.143563251953125
2026-10-16,915,0.147957739257813
2026-10-16,920,0.149422568359375
2026-10-16,925,0.153817055664063
2026-10-16,930,0.15430533203125
2026-10-16,935,0.158699819335938
2026-10-16,940,0.163094306640625
2026-10-16,945,0.167000517578125
2026-10-16,950,0.16602396484375
2026-10-16,955,0.16993017578125
2026-10-16,960,0.17383638671875
2026-10-16,965,0.17774259765625
2026-10-16,970,0.18164880859375
2026-10-16,975,0.18555501953125
2026-10-16,980,0.18946123046875
2026-10-16,985,0.19336744140625
2026-10-16,990,0.19727365234375
2026-10-16,995,0.19336744140625
2026-10-16,1000,0.19727365234375
2026-10-30,801,0.137902297821045
2026-10-30,802,0.13732246963501
2026-10-30,803,0.136757900085449
2026-10-30,804,0.136208589172363
2026-10-30,805,0.135750830078125
2026-10-30,806,0.135232036437988
2026-10-30,807,0.134713242797852
2026-10-30,808,0.134148673248291
2026-10-30,809,0.133675655517578
2026-10-30,810,0.13321789642334
2026-10-30,811,0.132790654602051
2026-10-30,812,0.132287119598389
2026-10-30,813,0.131905653686523
2026-10-30,814,0.131447894592285
2026-10-30,815,0.131020652770996
2026-10-30,816,0.130623928222656
2026-10-30,817,0.130242462310791
2026-10-30,818,0.129799961853027
2026-10-30,819,0.129494789123535
2026-10-30,820,0.12911332321167
2026-10-30,821,0.128777633209229
2026-10-30,822,0.128472460479736
2026-10-30,823,0.128090994567871
2026-10-30,824,0.127770563201904
2026-10-30,825,0.127480649108887
2026-10-30,826,0.127144959106445
2026-10-30,827,0.12696185546875
2026-10-30,828,0.126595648193359
2026-10-30,829,0.126412544555664
2026-10-30,830,0.12616840637207
2026-10-30,832,0.125741164550781
2026-10-30,833,0.12540547454834
2026-10-30,834,0.125161336364746
2026-10-30,835,0.12500875
2026-10-30,840,0.12421530090332
2026-10-30,845,0.123788059082031
2026-10-30,850,0.123604955444336
2026-10-30,855,0.123421851806641
2026-10-30,860,0.124032197265625
2026-10-30,865,0.124520473632813
2026-10-30,870,0.125069784545898
2026-10-30,875,0.126717717285156
2026-10-30,880,0.127450131835938
2026-10-30,885,0.129525306396484
2026-10-30,890,0.131112204589844
2026-10-30,895,0.132821171875
2026-10-30,900,0.135262553710938
2026-11-20,805,0.145928340606689
2026-11-20,810,0.143227561950684
2026-11-20,815,0.140801438751221
2026-11-20,820,0.138558419189453
2026-11-20,825,0.136574796447754
2026-11-20,830,0.134804794616699
2026-11-20,835,0.133278930969238
2026-11-20,840,0.131936170959473
2026-11-20,845,0.130852807769775
2026-11-20,850,0.130013582763672
2026-11-20,855,0.129281168212891
2026-11-20,860,0.128792891845703
2026-11-20,865,0.128548753662109
2026-11-20,870,0.128365650024414
2026-11-20,875,0.128487719116211
2026-11-20,880,0.1289149609375
2026-11-20,885,0.129647375488281
2026-11-20,890,0.130379790039062
2026-11-20,895,0.130990135498047
2026-11-20,900,0.132454964599609
2026-11-20,905,0.133431517333984
2026-11-20,910,0.134652208251953
2026-11-20,915,0.136239106445313
2026-11-20,920,0.138192211914063
2026-11-20,925,0.140023248291016
2026-11-20,930,0.141610146484375
2026-11-20,935,0.14258669921875
2026-11-20,940,0.144783942871094
2026-11-20,945,0.146737048339844
2026-11-20,950,0.148446015625
2026-11-20,955,0.149910844726563
2026-11-20,960,0.153328779296875
2026-11-20,965,0.154793608398438
2026-11-20,970,0.157723266601563
2026-11-20,975,0.158699819335938
2026-11-20,980,0.16211775390625
2026-11-20,985,0.165047412109375
2026-11-20,990,0.165047412109375
2026-11-20,995,0.168465346679688
2026-11-20,1000,0.171395004882813
2026-11-30,810,0.144173597412109
2026-11-30,820,0.139443420104981
2026-11-30,825,0.137368245544434
2026-11-30,830,0.135491433258057
2026-11-30,835,0.133828241882324
2026-11-30,840,0.13242444732666
2026-11-30,845,0.131219015045166
2026-11-30,850,0.130135651855469
2026-11-30,855,0.129250650939941
2026-11-30,860,0.128731857299805
2026-11-30,865,0.128182546386719
2026-11-30,870,0.127938408203125
2026-11-30,875,0.127877373657227
2026-11-30,880,0.127938408203125
2026-11-30,885,0.128304615478516
2026-11-30,890,0.128609788208008
2026-11-30,895,0.129342202758789
2026-11-30,900,0.130379790039062
2026-11-30,905,0.131356342773438
2026-11-30,910,0.132332895507813
2026-11-30,915,0.133553586425781
2026-11-30,920,0.135018415527344
2026-12-18,815,0.149453085632324
2026-12-18,820,0.147103255615234
2026-12-18,825,0.144997563781738
2026-12-18,830,0.143044458312988
2026-12-18,835,0.141243939208984
2026-12-18,840,0.139657041015625
2026-12-18,845,0.138207470550537
2026-12-18,850,0.136879969177246
2026-12-18,855,0.135720312805176
2026-12-18,860,0.134713242797852
2026-12-18,865,0.133889276428223
2026-12-18,870,0.133248413696289
2026-12-18,875,0.132668585510254
2026-12-18,880,0.132271860961914
2026-12-18,885,0.13202772277832
2026-12-18,890,0.131905653686523
2026-12-18,895,0.132088757324219
2026-12-18,900,0.132088757324219
2026-12-18,905,0.132454964599609
2026-12-18,910,0.132943240966797
2026-12-18,915,0.133797724609375
2026-12-18,920,0.134652208251953
2026-12-18,925,0.135506691894531
2026-12-18,930,0.1367273828125
2026-12-18,935,0.138192211914063
2026-12-18,940,0.139290833740234
2026-12-18,945,0.140145317382813
2026-12-18,950,0.141610146484375
2026-12-18,955,0.142830837402344
2026-12-18,960,0.144906011962891
2026-12-18,965,0.146737048339844
2026-12-18,970,0.147469462890625
2026-12-18,975,0.15039912109375
2026-12-18,980,0.151863950195313
2026-12-18,985,0.153328779296875
2026-12-18,990,0.15430533203125
2026-12-18,995,0.157234990234375
2026-12-18,1000,0.15821154296875
2026-12-31,820,0.14768308380127
2026-12-31,825,0.145607909240723
2026-12-31,830,0.143639545135498
2026-12-31,835,0.141884801940918
2026-12-31,840,0.140282645111084
2026-12-31,845,0.138894109191895
2026-12-31,850,0.137536090545654
2026-12-31,855,0.136406951446533
2026-12-31,860,0.135293070983887
2026-12-31,865,0.134392811431885
2026-12-31,870,0.13361462097168
2026-12-31,875,0.132943240966797
2026-12-31,880,0.132515999145508
2026-12-31,885,0.132180309143066
2026-12-31,890,0.131814101867676
2026-12-31,895,0.131783584594727
2026-12-31,900,0.131783584594727
2026-12-31,905,0.131966688232422
2026-12-31,910,0.132210826416016
2026-12-31,915,0.132454964599609
2026-12-31,920,0.133065310058594
2026-12-31,925,0.13398082824707
2026-12-31,930,0.134530139160156
2026-12-31,935,0.135750830078125
2026-12-31,940,0.1367273828125
2027-01-15,815,0.155533652267456
2027-01-15,820,0.153206710205078
2027-01-15,825,0.151009466552734
2027-01-15,830,0.149002955856323
2027-01-15,835,0.147118514251709
2027-01-15,840,0.145440064239502
2027-01-15,845,0.143815019454956
2027-01-15,850,0.142373078308105
2027-01-15,855,0.141106611480713
2027-01-15,860,0.13984014465332
2027-01-15,865,0.138787298736572
2027-01-15,870,0.137795487365723
2027-01-15,875,0.136910486450195
2027-01-15,880,0.13613229598999
2027-01-15,885,0.135552467803955
2027-01-15,890,0.135018415527344
2027-01-15,895,0.134591173706055
2027-01-15,900,0.134438587341309
2027-01-15,905,0.134286000976563
2027-01-15,910,0.134224966430664
2027-01-15,915,0.134347035522461
2027-01-15,920,0.134530139160156
2027-01-15,925,0.134835311889648
2027-01-15,930,0.135018415527344
2027-01-15,935,0.13556772644043
2027-01-15,940,0.136605313720703
2027-01-15,945,0.137337728271484
2027-01-15,950,0.138314281005859
2027-01-15,955,0.139046695556641
2027-01-15,960,0.140755662841797
2027-01-15,965,0.141610146484375
2027-01-15,970,0.142952906494141
2027-01-15,975,0.144051528320312
2027-01-15,980,0.145028081054688
2027-01-15,985,0.146981186523438
2027-01-15,990,0.147469462890625
2027-01-15,995,0.148934291992188
2027-01-15,1000,0.15039912109375
2027-01-15,1010,0.152840502929688
2027-01-15,1020,0.1562584375
2027-01-15,1030,0.159676372070313
2027-01-15,1040,0.162606030273438
2027-01-15,1050,0.165047412109375
2027-01-15,1060,0.167488793945313
2027-01-15,1070,0.17188328125
2027-01-15,1080,0.173348110351563
2027-01-15,1090,0.17774259765625
2027-01-15,1100,0.18164880859375
2027-01-15,1110,0.182625361328125
2027-01-15,1120,0.186531572265625
2027-01-15,1130,0.190437783203125
2027-01-15,1140,0.194832270507813
2027-01-15,1150,0.198738481445312
2027-01-15,1160,0.198250205078125
2027-01-15,1170,0.202156416015625
2027-01-15,1180,0.20508607421875
2027-01-15,1190,0.20899228515625
2027-01-15,1200,0.21289849609375
2027-01-15,1210,0.21680470703125
2027-01-15,1220,0.21289849609375
2027-01-15,1230,0.21680470703125
2027-01-15,1240,0.22071091796875
2027-01-15,1250,0.22461712890625
2027-01-15,1260,0.226570234375
2027-01-15,1270,0.2304764453125
2027-01-15,1280,0.23438265625
2027-01-15,1290,0.237312314453125
2027-01-15,1300,0.24024197265625
2027-01-15,1310,0.24414818359375
2027-01-15,1320,0.247077841796875
2027-01-15,1330,0.2500075
2027-01-15,1340,0.2539137109375
2027-01-15,1350,0.25586681640625
2027-01-15,1360,0.25977302734375
2027-01-15,1380,0.26563234375
2027-01-15,1400,0.27149166015625
2027-01-15,1410,0.2617261328125
2027-01-15,1420,0.26563234375
2027-01-15,1430,0.26563234375
2027-01-15,1440,0.2695385546875
2027-01-15,1450,0.273444765625
2027-01-15,1460,0.2773509765625
2027-01-15,1470,0.2773509765625
2027-01-15,1480,0.2812571875
2027-01-29,815,0.160347752075195
2027-01-29,830,0.153580546798706
2027-01-29,835,0.151612182693481
2027-01-29,840,0.149742999725342
2027-01-29,850,0.146553944702148
2027-01-29,855,0.14513489151001
2027-01-29,860,0.143837907409668
2027-01-29,865,0.142662992401123
2027-01-29,870,0.141488077392578
2027-01-29,875,0.140465748748779
2027-01-29,880,0.139580747833252
2027-01-29,885,0.138802557373047
2027-01-29,890,0.137978591003418
2027-01-29,895,0.137429280090332
2027-01-29,900,0.136879969177246
2027-01-29,905,0.136483244628906
2027-01-29,910,0.136269623718262
2027-01-29,915,0.136117037353516
2027-01-29,920,0.136117037353516
2027-03-19,845,0.160500338439941
2027-03-19,860,0.155480247039795
2027-03-19,875,0.151375673828125
2027-03-19,880,0.150185500183106
2027-03-19,885,0.149071619720459
2027-03-19,890,0.147988256530762
2027-03-19,895,0.146996445159912
2027-03-19,900,0.146019892425537
2027-03-19,905,0.145119632873535
2027-03-19,910,0.144356701049805
2027-03-19,915,0.143654803771973
2027-03-19,920,0.142968165130615
2027-03-19,925,0.142342561035156
2027-03-19,930,0.141945836486816
2027-03-19,935,0.141457560119629
2027-03-19,940,0.141213421936035
2027-03-19,945,0.140938766479492
2027-03-19,950,0.140694628295898
2027-03-19,955,0.140755662841797
2027-03-19,960,0.140694628295898
2027-03-19,965,0.140816697387695
2027-03-19,970,0.140877731933594
2027-03-19,975,0.141366008300781
2027-03-19,980,0.141549111938477
2027-03-19,985,0.142220491943359
2027-03-19,990,0.142708768310547
2027-03-19,995,0.143441182861328
2027-03-19,1000,0.144051528320312
2027-03-19,1010,0.145638426513672
2027-03-19,1020,0.147103255615234
2027-03-19,1030,0.148812222900391
2027-03-19,1040,0.150765328369141
2027-03-19,1050,0.153328779296875
2027-03-19,1060,0.155526022949219
2027-03-19,1070,0.157234990234375
2027-03-19,1080,0.1601646484375
2027-03-19,1090,0.161141201171875
2027-03-19,1100,0.163582583007813
2027-03-19,1110,0.165535688476563
2027-03-19,1120,0.169197761230469
2027-03-19,1130,0.170906728515625
2027-03-19,1140,0.172371557617188
2027-03-19,1150,0.1757894921875
2027-03-19,1160,0.176766044921875
2027-03-19,1170,0.180183979492188
2027-03-19,1180,0.1836019140625
2027-03-19,1190,0.184090190429688
2027-03-19,1200,0.187019848632813
2027-03-19,1210,0.190437783203125
2027-03-19,1220,0.12500875
2027-03-19,1230,0.19336744140625
2027-03-19,1240,0.196297099609375
2027-03-19,1250,0.1992267578125
2027-03-19,1260,0.202156416015625
2027-03-19,1270,0.12500875
2027-03-19,1280,0.208015732421875
2027-03-19,1290,0.206062626953125
2027-03-19,1300,0.20899228515625
2027-03-19,1310,0.211921943359375
2027-03-19,1320,0.2148516015625
2027-03-19,1330,0.21680470703125
2027-03-19,1340,0.219734365234375
2027-03-19,1360,0.225593681640625
2027-03-19,1370,0.22852333984375
2027-03-19,1380,0.2304764453125
2027-03-19,1390,0.233406103515625
2027-03-19,1400,0.22852333984375
